,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,COUNTRY,DEALSIZE,Total Order Value
1265,10394,37,100.0,1,6376.58,2005-03-15,Shipped,1,3,2005,Classic Cars,143,Euro Shopping Channel,Spain,Medium,22353.86
1266,10413,49,100.0,5,6896.75,2005-05-05,Shipped,2,5,2005,Classic Cars,143,Gift Depot Inc.,USA,Medium,31648.47
1267,10100,22,86.51,4,1903.22,2003-01-06,Shipped,1,1,2003,Vintage Cars,92,Online Diecast Creations Co.,USA,Small,12133.25
1268,10110,28,89.27,8,2499.56,2003-03-18,Shipped,1,3,2003,Vintage Cars,92,"AV Stores, Co.",UK,Small,51017.92
1269,10124,36,85.59,7,3081.24,2003-05-21,Shipped,2,5,2003,Vintage Cars,92,Signal Gift Stores,USA,Medium,33847.62
1270,10148,34,100.0,1,3598.22,2003-09-11,Shipped,3,9,2003,Vintage Cars,92,"Anna's Decorations, Ltd",Australia,Medium,47191.76
1271,10162,39,100.0,10,3912.09,2003-10-18,Shipped,4,10,2003,Vintage Cars,92,Corporate Gift Ideas Co.,USA,Medium,33180.59
1272,10173,21,75.46,14,1584.66,2003-11-05,Shipped,4,11,2003,Vintage Cars,92,Rovelli Gifts,Italy,Small,40077.71
1273,10182,36,100.0,11,3942.72,2003-11-12,Shipped,4,11,2003,Vintage Cars,92,Mini Gifts Distributors Ltd.,USA,Medium,50360.89
1274,10193,24,97.55,15,2341.2,2003-11-21,Shipped,4,11,2003,Vintage Cars,92,"Australian Collectables, Ltd",Australia,Small,37878.55
1275,10204,29,85.59,5,2482.11,2003-12-02,Shipped,4,12,2003,Vintage Cars,92,Muscle Machine Inc,USA,Small,64316.090000000004
1276,10213,38,94.79,1,3602.02,2004-01-22,Shipped,1,1,2004,Vintage Cars,92,"Double Decker Gift Stores, Ltd",UK,Medium,8477.22
1277,10227,34,100.0,11,3566.94,2004-03-02,Shipped,1,3,2004,Vintage Cars,92,"Saveley & Henriot, Co.",France,Medium,46802.270000000004
1278,10241,42,90.19,3,3787.98,2004-04-13,Shipped,2,4,2004,Vintage Cars,92,Mini Caravy,France,Medium,39341.229999999996
1279,10280,35,100.0,17,3704.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,92,Amica Models & Co.,Italy,Medium,56078.26
1280,10288,35,80.99,6,2834.65,2004-09-01,Shipped,3,9,2004,Vintage Cars,92,Handji Gifts& Co,Singapore,Small,42902.84
1281,10302,38,89.27,2,3392.26,2003-10-06,Shipped,4,10,2003,Vintage Cars,92,"UK Collectables, Ltd.",UK,Medium,26797.21
1282,10311,41,81.91,1,3358.31,2004-10-16,Shipped,4,10,2004,Vintage Cars,92,Euro Shopping Channel,Spain,Medium,34872.13
1283,10332,50,100.0,2,7310.0,2004-11-17,Shipped,4,11,2004,Vintage Cars,92,"AV Stores, Co.",UK,Large,48962.28
1284,10344,21,100.0,4,2203.11,2004-11-25,Shipped,4,11,2004,Vintage Cars,92,Marseille Mini Autos,France,Small,20136.86
1285,10367,43,62.72,8,2696.96,2005-01-12,Resolved,1,1,2005,Vintage Cars,92,Toys4GrownUps.com,USA,Small,44273.36
1286,10380,32,100.0,1,3376.64,2005-02-16,Shipped,1,2,2005,Vintage Cars,92,Euro Shopping Channel,Spain,Medium,38360.4
1287,10407,6,90.19,3,541.14,2005-04-22,On Hold,2,4,2005,Vintage Cars,92,The Sharp Gifts Warehouse,USA,Small,57883.09
1288,10420,66,92.95,6,6134.7,2005-05-29,In Process,2,5,2005,Vintage Cars,92,Souveniers And Things Co.,Australia,Medium,43971.43
1289,10105,41,82.5,10,3382.5,2003-02-11,Shipped,1,2,2003,Vintage Cars,87,Danish Wholesale Imports,Denmark,Medium,58871.11
1290,10117,23,97.42,4,2240.66,2003-04-16,Shipped,2,4,2003,Vintage Cars,87,"Dragon Souveniers, Ltd.",Singapore,Small,43657.47
1291,10128,43,92.16,1,3962.88,2003-06-06,Shipped,2,6,2003,Vintage Cars,87,Euro Shopping Channel,Spain,Medium,17448.08
1292,10142,24,70.22,7,1685.28,2003-08-08,Shipped,3,8,2003,Vintage Cars,87,Mini Gifts Distributors Ltd.,USA,Small,63088.16
1293,10153,22,83.38,6,1834.36,2003-09-28,Shipped,3,9,2003,Vintage Cars,87,Euro Shopping Channel,Spain,Small,47727.82
1294,10166,26,73.73,1,1916.98,2003-10-21,Shipped,4,10,2003,Vintage Cars,87,FunGiftIdeas.com,USA,Small,11861.689999999999
1295,10177,35,74.6,8,2611.0,2003-11-07,Shipped,4,11,2003,Vintage Cars,87,CAF Imports,Spain,Small,34311.35
1296,10185,47,77.24,8,3630.28,2003-11-14,Shipped,4,11,2003,Vintage Cars,87,Mini Creations Ltd.,USA,Medium,52191.44
1297,10197,50,100.0,14,5090.5,2003-11-26,Shipped,4,11,2003,Vintage Cars,87,Enaco Distributors,Spain,Medium,44009.31
1298,10208,45,87.77,8,3949.65,2004-01-02,Shipped,1,1,2004,Vintage Cars,87,"Saveley & Henriot, Co.",France,Medium,54536.87
1299,10221,39,89.53,2,3491.67,2004-02-18,Shipped,1,2,2004,Vintage Cars,87,Petit Auto,Belgium,Medium,18800.09
1300,10232,23,89.53,5,2059.19,2004-03-20,Shipped,1,3,2004,Vintage Cars,87,giftsbymail.co.uk,UK,Small,26906.68
1301,10248,42,75.48,11,3170.16,2004-05-07,Cancelled,2,5,2004,Vintage Cars,87,Land of Toys Inc.,USA,Medium,45357.659999999996
1302,10261,20,89.53,9,1790.6,2004-06-17,Shipped,2,6,2004,Vintage Cars,87,Quebec Home Shopping Network,Canada,Small,24564.53
1303,10273,33,71.09,12,2345.97,2004-07-21,Shipped,3,7,2004,Vintage Cars,87,Petit Auto,Belgium,Small,47760.479999999996
1304,10283,34,100.0,14,3580.88,2004-08-20,Shipped,3,8,2004,Vintage Cars,87,"Royal Canadian Collectables, Ltd.",Canada,Medium,43332.35
1305,10293,49,100.0,3,4946.06,2004-09-09,Shipped,3,9,2004,Vintage Cars,87,Amica Models & Co.,Italy,Medium,38039.0
1306,10306,39,90.4,8,3525.6,2004-10-14,Shipped,4,10,2004,Vintage Cars,87,"AV Stores, Co.",UK,Medium,57827.61
1307,10315,36,100.0,7,3602.16,2004-10-29,Shipped,4,10,2004,Vintage Cars,87,La Rochelle Gifts,France,Medium,20719.91
1308,10326,50,86.01,5,4300.5,2004-11-09,Shipped,4,11,2004,Vintage Cars,87,"Volvo Model Replicas, Co",Sweden,Medium,20146.32
1309,10337,29,100.0,2,4498.19,2004-11-21,Shipped,4,11,2004,Vintage Cars,87,Classic Legends Inc.,USA,Medium,27733.04
1310,10350,30,100.0,3,3023.1,2004-12-02,Shipped,4,12,2004,Vintage Cars,87,Euro Shopping Channel,Spain,Medium,52269.17
1311,10372,41,86.89,7,3562.49,2005-01-26,Shipped,1,1,2005,Vintage Cars,87,"Tokyo Collectables, Ltd",Japan,Medium,38191.39
1312,10383,28,58.58,7,1640.24,2005-02-22,Shipped,1,2,2005,Vintage Cars,87,Euro Shopping Channel,Spain,Small,41249.74
1313,10396,45,100.0,5,4739.4,2005-03-23,Shipped,1,3,2005,Vintage Cars,87,Mini Gifts Distributors Ltd.,USA,Medium,32194.79
1314,10414,16,75.48,11,1207.68,2005-05-06,On Hold,2,5,2005,Vintage Cars,87,Gifts4AllAges.com,USA,Small,48316.89
1315,10103,36,100.0,5,4228.2,2003-01-29,Shipped,1,1,2003,Trucks and Buses,121,Baane Mini Imports,Norway,Medium,54702.0
1316,10114,41,100.0,9,4815.45,2003-04-01,Shipped,2,4,2003,Trucks and Buses,121,"La Corne D'abondance, Co.",France,Medium,38217.41
1317,10126,50,100.0,5,7083.0,2003-05-28,Shipped,2,5,2003,Trucks and Buses,121,"Corrida Auto Replicas, Ltd",Spain,Large,61073.21
1318,10140,40,100.0,5,4601.2,2003-07-24,Shipped,3,7,2003,Trucks and Buses,121,Technics Stores Inc.,USA,Medium,42031.83
1319,10150,49,100.0,2,6467.02,2003-09-19,Shipped,3,9,2003,Trucks and Buses,121,"Dragon Souveniers, Ltd.",Singapore,Medium,44219.36
1320,10164,45,100.0,3,5012.55,2003-10-21,Resolved,4,10,2003,Trucks and Buses,121,Mini Auto Werke,Austria,Medium,28550.59
1321,10175,47,100.0,10,5121.59,2003-11-06,Shipped,4,11,2003,Trucks and Buses,121,"Stylish Desk Decors, Co.",UK,Medium,42688.31
1322,10183,21,100.0,2,2441.04,2003-11-13,Shipped,4,11,2003,Trucks and Buses,121,"Classic Gift Ideas, Inc",USA,Small,40061.659999999996
1323,10194,32,100.0,5,4262.08,2003-11-25,Shipped,4,11,2003,Trucks and Buses,121,"Saveley & Henriot, Co.",France,Medium,41535.11
1324,10207,47,100.0,16,6658.02,2003-12-09,Shipped,4,12,2003,Trucks and Buses,121,Diecast Collectables,USA,Medium,63730.78
1325,10217,38,100.0,5,4509.08,2004-02-04,Shipped,1,2,2004,Trucks and Buses,121,Handji Gifts& Co,Singapore,Medium,24219.59
1326,10229,41,100.0,10,4716.23,2004-03-11,Shipped,1,3,2004,Trucks and Buses,121,Mini Gifts Distributors Ltd.,USA,Medium,48922.77
1327,10245,21,100.0,3,2390.22,2004-05-04,Shipped,2,5,2004,Trucks and Buses,121,Super Scale Inc.,USA,Small,36973.31
1328,10259,41,100.0,13,4666.62,2004-06-15,Shipped,2,6,2004,Trucks and Buses,121,Handji Gifts& Co,Singapore,Medium,45788.72
1329,10270,38,100.0,3,5383.08,2004-07-19,Shipped,3,7,2004,Trucks and Buses,121,Souveniers And Things Co.,Australia,Medium,41297.14
1330,10281,25,99.29,10,2482.25,2004-08-19,Shipped,3,8,2004,Trucks and Buses,121,Diecast Classics Inc.,USA,Small,44781.35
1331,10291,48,100.0,5,5288.64,2004-09-08,Shipped,3,9,2004,Trucks and Buses,121,Scandinavian Gift Ideas,Sweden,Medium,53941.69
1332,10305,22,99.29,14,2184.38,2004-10-13,Shipped,4,10,2004,Trucks and Buses,121,Marta's Replicas Co.,USA,Small,54251.659999999996
1333,10313,28,100.0,8,2881.76,2004-10-22,Shipped,4,10,2004,Trucks and Buses,121,Canadian Gift Exchange Network,Canada,Small,36576.71
1334,10323,47,100.0,1,6203.06,2004-11-05,Shipped,4,11,2004,Trucks and Buses,121,"Blauer See Auto, Co.",Germany,Medium,9214.970000000001
1335,10334,49,100.0,4,6763.47,2004-11-19,On Hold,4,11,2004,Trucks and Buses,121,"Volvo Model Replicas, Co",Sweden,Medium,26260.21
1336,10347,45,100.0,4,5884.65,2004-11-29,Shipped,4,11,2004,Trucks and Buses,121,"Australian Collectors, Co.",Australia,Medium,47442.91
1337,10357,28,100.0,2,3559.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,121,Mini Gifts Distributors Ltd.,USA,Medium,42152.11
1338,10370,29,57.53,6,1668.37,2005-01-20,Shipped,1,1,2005,Trucks and Buses,121,"Anna's Decorations, Ltd",Australia,Small,29852.17
1339,10382,39,100.0,1,4890.6,2005-02-17,Shipped,1,2,2005,Trucks and Buses,121,Mini Gifts Distributors Ltd.,USA,Medium,55741.020000000004
1340,10411,46,100.0,3,5235.72,2005-05-01,Shipped,2,5,2005,Trucks and Buses,121,Quebec Home Shopping Network,Canada,Medium,33692.97
1341,10425,38,100.0,13,4325.16,2005-05-31,In Process,2,5,2005,Trucks and Buses,121,La Rochelle Gifts,France,Medium,43784.69
1342,10103,41,47.29,9,1938.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,50,Baane Mini Imports,Norway,Small,54702.0
1343,10113,50,49.81,3,2490.5,2003-03-26,Shipped,1,3,2003,Vintage Cars,50,Mini Gifts Distributors Ltd.,USA,Small,12398.560000000001
1344,10126,43,53.83,9,2314.69,2003-05-28,Shipped,2,5,2003,Vintage Cars,50,"Corrida Auto Replicas, Ltd",Spain,Small,61073.21
1345,10140,29,43.27,9,1254.83,2003-07-24,Shipped,3,7,2003,Vintage Cars,50,Technics Stores Inc.,USA,Small,42031.83
1346,10150,30,42.76,6,1282.8,2003-09-19,Shipped,3,9,2003,Vintage Cars,50,"Dragon Souveniers, Ltd.",Singapore,Small,44219.36
1347,10164,25,53.83,7,1345.75,2003-10-21,Resolved,4,10,2003,Vintage Cars,50,Mini Auto Werke,Austria,Small,28550.59
1348,10174,49,44.78,2,2194.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,50,"Australian Gift Network, Co",Australia,Small,27098.8
1349,10183,40,49.3,6,1972.0,2003-11-13,Shipped,4,11,2003,Vintage Cars,50,"Classic Gift Ideas, Inc",USA,Small,40061.659999999996
1350,10194,41,44.78,9,1835.98,2003-11-25,Shipped,4,11,2003,Vintage Cars,50,"Saveley & Henriot, Co.",France,Small,41535.11
1351,10206,21,53.33,4,1119.93,2003-12-05,Shipped,4,12,2003,Vintage Cars,50,Canadian Gift Exchange Network,Canada,Small,38662.21
1352,10215,46,45.28,1,2082.88,2004-01-29,Shipped,1,1,2004,Vintage Cars,50,West Coast Collectables Co.,USA,Small,37850.08
1353,10229,39,40.25,14,1569.75,2004-03-11,Shipped,1,3,2004,Vintage Cars,50,Mini Gifts Distributors Ltd.,USA,Small,48922.77
1354,10245,45,59.87,7,2694.15,2004-05-04,Shipped,2,5,2004,Vintage Cars,50,Super Scale Inc.,USA,Small,36973.31
1355,10258,21,59.87,4,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,50,"Tokyo Collectables, Ltd",Japan,Small,25928.75
1356,10270,44,58.36,7,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,50,Souveniers And Things Co.,Australia,Small,41297.14
1357,10281,44,59.87,14,2634.28,2004-08-19,Shipped,3,8,2004,Vintage Cars,50,Diecast Classics Inc.,USA,Small,44781.35
1358,10291,29,51.82,9,1502.78,2004-09-08,Shipped,3,9,2004,Vintage Cars,50,Scandinavian Gift Ideas,Sweden,Small,53941.69
1359,10304,34,49.3,4,1676.2,2004-10-11,Shipped,4,10,2004,Vintage Cars,50,Auto Assoc. & Cie.,France,Small,59074.9
1360,10312,39,56.85,1,2217.15,2004-10-21,Shipped,4,10,2004,Vintage Cars,50,Mini Gifts Distributors Ltd.,USA,Small,63075.08
1361,10324,38,100.0,6,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,50,Vitachrome Inc.,USA,Medium,56372.87
1362,10333,24,79.86,8,1916.64,2004-11-18,Shipped,4,11,2004,Vintage Cars,50,Mini Wheels Co.,USA,Small,30348.72
1363,10348,29,100.0,6,7110.8,2004-11-01,Shipped,4,11,2004,Vintage Cars,50,"Corrida Auto Replicas, Ltd",Spain,Large,34546.6
1364,10358,30,100.0,8,5302.8,2004-12-10,Shipped,4,12,2004,Vintage Cars,50,Euro Shopping Channel,Spain,Medium,51435.45
1365,10370,20,100.0,2,2730.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,50,"Anna's Decorations, Ltd",Australia,Small,29852.17
1366,10382,39,100.0,2,7827.3,2005-02-17,Shipped,1,2,2005,Vintage Cars,50,Mini Gifts Distributors Ltd.,USA,Large,55741.020000000004
1367,10411,35,59.87,7,2095.45,2005-05-01,Shipped,2,5,2005,Vintage Cars,50,Quebec Home Shopping Network,Canada,Small,33692.97
1368,10424,26,59.87,4,1556.62,2005-05-31,In Process,2,5,2005,Vintage Cars,50,Euro Shopping Channel,Spain,Small,35133.34
1369,10108,44,100.0,11,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,148,Cruz & Sons Co.,Philippines,Medium,55245.020000000004
1370,10122,28,100.0,15,3583.16,2003-05-08,Shipped,2,5,2003,Classic Cars,148,Marseille Mini Autos,France,Medium,52481.840000000004
1371,10135,31,100.0,12,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,148,Mini Gifts Distributors Ltd.,USA,Medium,59280.51
1372,10146,29,100.0,1,4444.54,2003-09-03,Shipped,3,9,2003,Classic Cars,148,Gift Ideas Corp.,USA,Medium,7600.12
1373,10159,32,100.0,7,4618.88,2003-10-10,Shipped,4,10,2003,Classic Cars,148,Corporate Gift Ideas Co.,USA,Medium,62498.29
1374,10169,33,100.0,7,4910.4,2003-11-04,Shipped,4,11,2003,Classic Cars,148,"Anna's Decorations, Ltd",Australia,Medium,41791.95
1375,10180,44,100.0,2,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,148,Daedalus Designs Imports,France,Medium,48874.28
1376,10191,32,100.0,8,4237.76,2003-11-20,Shipped,4,11,2003,Classic Cars,148,"Toms Spezialitten, Ltd",Germany,Medium,31363.18
1377,10211,41,100.0,7,5673.58,2004-01-15,Shipped,1,1,2004,Classic Cars,148,Auto Canal Petit,France,Medium,51172.65
1378,10225,35,100.0,14,5260.15,2004-02-22,Shipped,1,2,2004,Classic Cars,148,"Vida Sport, Ltd",Switzerland,Medium,50432.549999999996
1379,10238,44,100.0,8,6350.96,2004-04-09,Shipped,2,4,2004,Classic Cars,148,Danish Wholesale Imports,Denmark,Medium,31329.56
1380,10252,26,100.0,4,3559.4,2004-05-26,Shipped,2,5,2004,Classic Cars,148,Auto Canal Petit,France,Medium,27931.21
1381,10264,20,100.0,2,2410.6,2004-06-30,Shipped,2,6,2004,Classic Cars,148,Gifts4AllAges.com,USA,Small,19548.35
1382,10276,48,100.0,8,5713.92,2004-08-02,Shipped,3,8,2004,Classic Cars,148,Online Mini Collectables,USA,Medium,52505.36
1383,10287,34,100.0,17,4300.32,2004-08-30,Shipped,3,8,2004,Classic Cars,148,"Vida Sport, Ltd",Switzerland,Medium,67281.01
1384,10299,49,100.0,2,7947.31,2004-09-30,Shipped,3,9,2004,Classic Cars,148,"Toys of Finland, Co.",Finland,Large,42744.06
1385,10310,40,100.0,15,5356.8,2004-10-16,Shipped,4,10,2004,Classic Cars,148,"Toms Spezialitten, Ltd",Germany,Medium,68943.4
1386,10319,45,100.0,3,7901.1,2004-11-03,Shipped,4,11,2004,Classic Cars,148,Microscale Inc.,USA,Large,31446.15
1387,10330,50,100.0,4,6101.0,2004-11-16,Shipped,4,11,2004,Classic Cars,148,Cruz & Sons Co.,Philippines,Medium,15928.75
1388,10342,38,100.0,11,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,148,"Australian Collectors, Co.",Australia,Medium,43779.09
1389,10355,25,100.0,2,4203.5,2004-12-07,Shipped,4,12,2004,Classic Cars,148,Euro Shopping Channel,Spain,Medium,29884.13
1390,10363,28,58.18,13,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,148,Suominen Souveniers,Finland,Small,51373.49
1391,10378,49,67.14,8,3289.86,2005-02-10,Shipped,1,2,2005,Classic Cars,148,Euro Shopping Channel,Spain,Medium,33680.5
1392,10390,49,100.0,3,6862.94,2005-03-04,Shipped,1,3,2005,Classic Cars,148,Mini Gifts Distributors Ltd.,USA,Medium,61133.28
1393,10110,42,61.29,9,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,71,"AV Stores, Co.",UK,Small,51017.92
1394,10124,23,57.73,8,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,71,Signal Gift Stores,USA,Small,33847.62
1395,10148,29,81.25,2,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,71,"Anna's Decorations, Ltd",Australia,Small,47191.76
1396,10161,25,80.54,1,2013.5,2003-10-17,Shipped,4,10,2003,Classic Cars,71,Heintze Collectables,Denmark,Small,40321.61
1397,10173,39,71.98,15,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,71,Rovelli Gifts,Italy,Small,40077.71
1398,10182,44,69.84,12,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,71,Mini Gifts Distributors Ltd.,USA,Medium,50360.89
1399,10193,25,76.26,16,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,71,"Australian Collectables, Ltd",Australia,Small,37878.55
1400,10204,45,76.26,6,3431.7,2003-12-02,Shipped,4,12,2003,Classic Cars,71,Muscle Machine Inc,USA,Medium,64316.090000000004
1401,10213,25,83.39,2,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,71,"Double Decker Gift Stores, Ltd",UK,Small,8477.22
1402,10227,37,57.73,12,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,71,"Saveley & Henriot, Co.",France,Small,46802.270000000004
1403,10241,30,66.99,4,2009.7,2004-04-13,Shipped,2,4,2004,Classic Cars,71,Mini Caravy,France,Small,39341.229999999996
1404,10267,36,75.55,1,2719.8,2004-07-07,Shipped,3,7,2004,Classic Cars,71,Muscle Machine Inc,USA,Small,23252.18
1405,10279,26,60.58,1,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,71,Euro Shopping Channel,Spain,Small,21986.27
1406,10288,23,73.41,7,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,71,Handji Gifts& Co,Singapore,Small,42902.84
1407,10302,23,72.7,3,1672.1,2003-10-06,Shipped,4,10,2003,Classic Cars,71,"UK Collectables, Ltd.",UK,Small,26797.21
1408,10311,25,66.99,2,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,71,Euro Shopping Channel,Spain,Small,34872.13
1409,10332,21,100.0,3,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,71,"AV Stores, Co.",UK,Medium,48962.28
1410,10344,26,63.43,5,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,71,Marseille Mini Autos,France,Small,20136.86
1411,10367,44,85.25,9,3751.0,2005-01-12,Resolved,1,1,2005,Classic Cars,71,Toys4GrownUps.com,USA,Medium,44273.36
1412,10380,24,100.0,2,4536.0,2005-02-16,Shipped,1,2,2005,Classic Cars,71,Euro Shopping Channel,Spain,Medium,38360.4
1413,10407,66,66.99,4,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,71,The Sharp Gifts Warehouse,USA,Medium,57883.09
1414,10420,36,57.73,7,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,71,Souveniers And Things Co.,Australia,Small,43971.43
1415,10110,36,85.25,13,3069.0,2003-03-18,Shipped,1,3,2003,Classic Cars,73,"AV Stores, Co.",UK,Medium,51017.92
1416,10124,22,77.9,12,1713.8,2003-05-21,Shipped,2,5,2003,Classic Cars,73,Signal Gift Stores,USA,Small,33847.62
1417,10148,25,60.26,6,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,73,"Anna's Decorations, Ltd",Australia,Small,47191.76
1418,10161,37,72.76,5,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,73,Heintze Collectables,Denmark,Small,40321.61
1419,10172,32,75.69,3,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,73,Gift Depot Inc.,USA,Small,26115.8
1420,10182,47,74.22,16,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,73,Mini Gifts Distributors Ltd.,USA,Medium,50360.89
1421,10192,37,69.82,4,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,73,Online Diecast Creations Co.,USA,Small,63981.45
1422,10204,20,62.47,10,1249.4,2003-12-02,Shipped,4,12,2003,Classic Cars,73,Muscle Machine Inc,USA,Small,64316.090000000004
1423,10212,41,82.31,3,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,73,Euro Shopping Channel,Spain,Medium,65165.17
1424,10226,21,60.26,1,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,73,Collectable Mini Designs Co.,USA,Small,25872.22
1425,10241,22,76.43,8,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,73,Mini Caravy,France,Small,39341.229999999996
1426,10267,40,80.1,5,3204.0,2004-07-07,Shipped,3,7,2004,Classic Cars,73,Muscle Machine Inc,USA,Medium,23252.18
1427,10279,32,74.96,5,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,73,Euro Shopping Channel,Spain,Small,21986.27
1428,10288,36,66.14,11,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,73,Handji Gifts& Co,Singapore,Small,42902.84
1429,10301,27,72.02,1,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,73,"Norway Gifts By Mail, Co.",Norway,Small,45078.759999999995
1430,10311,26,87.45,6,2273.7,2004-10-16,Shipped,4,10,2004,Classic Cars,73,Euro Shopping Channel,Spain,Small,34872.13
1431,10321,30,70.55,3,2116.5,2004-11-04,Shipped,4,11,2004,Classic Cars,73,FunGiftIdeas.com,USA,Small,49504.380000000005
1432,10332,23,56.84,4,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,73,"AV Stores, Co.",UK,Small,48962.28
1433,10344,29,59.53,7,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,73,Marseille Mini Autos,France,Small,20136.86
1434,10367,21,60.37,10,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,73,Toys4GrownUps.com,USA,Small,44273.36
1435,10380,34,100.0,3,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,73,Euro Shopping Channel,Spain,Medium,38360.4
1436,10407,26,76.43,8,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,73,The Sharp Gifts Warehouse,USA,Small,57883.09
1437,10420,60,64.67,11,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,73,Souveniers And Things Co.,Australia,Medium,43971.43
1438,10104,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,57,Euro Shopping Channel,Spain,Small,44621.96
1439,10115,47,69.36,2,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,57,Classic Legends Inc.,USA,Medium,24777.41
1440,10127,20,60.69,8,1213.8,2003-06-03,Shipped,2,6,2003,Classic Cars,57,Muscle Machine Inc,USA,Small,68462.15
1441,10141,20,54.33,2,1086.6,2003-08-01,Shipped,3,8,2003,Classic Cars,57,Suominen Souveniers,Finland,Small,31569.43
1442,10152,25,65.31,4,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,57,"Australian Gift Network, Co",Australia,Small,10640.29
1443,10165,25,69.36,9,1734.0,2003-10-22,Shipped,4,10,2003,Classic Cars,57,"Dragon Souveniers, Ltd.",Singapore,Small,77809.37
1444,10176,27,68.78,8,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,57,L'ordine Souveniers,Italy,Small,44669.74
1445,10184,31,60.11,3,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,57,"Iberia Gift Imports, Corp.",Spain,Small,51502.740000000005
1446,10195,44,66.47,3,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,57,Mini Classics,USA,Small,38682.95
1447,10207,49,46.82,4,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,57,Diecast Collectables,USA,Small,63730.78
1448,10220,26,56.07,8,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,57,"Clover Collections, Co.",Ireland,Small,38784.47
1449,10230,36,54.33,6,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,57,"Blauer See Auto, Co.",Germany,Small,37266.49
1450,10246,44,52.6,2,2314.4,2004-05-05,Shipped,2,5,2004,Classic Cars,57,Euro Shopping Channel,Spain,Small,41317.75
1451,10259,28,46.82,1,1310.96,2004-06-15,Shipped,2,6,2004,Classic Cars,57,Handji Gifts& Co,Singapore,Small,45788.72
1452,10271,45,64.74,2,2913.3,2004-07-20,Shipped,3,7,2004,Classic Cars,57,Mini Gifts Distributors Ltd.,USA,Small,41121.58
1453,10282,29,46.82,11,1357.78,2004-08-20,Shipped,3,8,2004,Classic Cars,57,Mini Gifts Distributors Ltd.,USA,Small,52807.15
1454,10292,40,53.75,5,2150.0,2004-09-08,Shipped,3,9,2004,Classic Cars,57,Land of Toys Inc.,USA,Small,39775.74
